price;model_year;km;reg;fuel_type;fuel_economy;horse_power;gear_type
386.800 kr.;2019;95000;2018-10-10;Diesel;23.4;194;A
519.895 kr.;2020;58000;2020-01-28;Benzin;16.7;258;A
84.999 kr.;2008;235000;2007-12-06;Benzin;13;156;A
259.700 kr.;2018;159000;2018-06-01;Diesel;21.3;170;A
419.900 kr.;2020;87000;2019-11-19;Plug-in hybrid Diesel;32.2;306;A
259.900 kr.;2015;115000;2015-01-07;Diesel;22.2;170;A
449.900 kr.;2020;63000;2019-11-08;Plug-in hybrid Diesel;32.2;306;A
399.900 kr.;2018;70000;2018-08-16;Diesel;22.9;194;A
299.999 kr.;2016;144000;2016-08-15;Diesel;22.2;204;A
459.990 kr.;2019;85000;2019-01-08;Diesel;18.9;194;A
459.990 kr.;2019;80000;2019-03-25;Diesel;18.9;194;A
459.990 kr.;2019;85000;2019-01-08;Diesel;18.9;194;A
459.990 kr.;2019;80000;2019-03-25;Diesel;18.9;194;A
299.000 kr.;2016;120000;2016-06-03;Diesel;22.7;170;A
33.900 kr.;1996;254000;1996-05-09;Benzin;9.4;193;M
99.900 kr.;2012;250000;2012-09-27;Diesel;20;136;M
244.700 kr.;2018;205000;2018-06-29;Diesel;22.7;170;A
450.000 kr.;2019;54000;2019-04-26;Diesel;25;194;A
199.900 kr.;2015;144000;2015-09-30;Diesel;23.3;136;M
399.895 kr.;2019;62000;2019-01-21;Benzin;17.2;184;A
299.900 kr.;2017;130000;2017-01-06;Diesel;21.3;170;A
369.900 kr.;2015;104000;2015-05-11;Benzin;13;333;A
219.900 kr.;2014;98000;2014-03-10;Diesel;25;170;M
114.400 kr.;2010;184000;2010-11-30;Diesel;19.2;136;M
519.999 kr.;2022;25000;2021-07-14;Benzin;18.9;204;A
389.800 kr.;2017;93000;2017-01-16;Diesel;20.4;170;A
299.900 kr.;2017;192000;2017-11-28;Diesel;21.3;170;A
439.800 kr.;2020;69000;2020-04-29;Plug-in hybrid Diesel;32.2;306;A
338.000 kr.;2017;126000;2016-09-05;Plug-in hybrid Benzin;26.8;279;A
299.800 kr.;2017;141000;2017-06-29;Diesel;22.7;170;A
249.900 kr.;2015;189000;2015-07-07;Diesel;22.7;170;A
149.900 kr.;2014;232000;2013-07-01;Diesel;19.6;170;A
84.900 kr.;2017;218000;2017-05-02;Diesel;23.3;170;M
549.800 kr.;2017;107000;2017-05-24;Benzin;14.9;245;A
264.000 kr.;2017;111000;2017-01-17;Diesel;22.2;136;A
249.900 kr.;2016;191000;2016-05-11;Diesel;21.3;170;A
329.900 kr.;2019;149000;2019-04-25;Diesel;22.9;194;A
4.713 kr.;2017;86000;2017-01-10;Benzin;11.9;510;A
699.999 kr.;2015;119000;2015-05-19;Benzin;11.9;476;A
234.700 kr.;2018;233000;2017-11-30;Diesel;21.3;170;A
279.800 kr.;2017;147000;2017-08-28;Diesel;22.7;170;A
339.800 kr.;2019;137000;2019-01-14;Diesel;22.9;194;A
109.400 kr.;2013;268000;2012-11-29;Diesel;20.8;136;M
235.000 kr.;2016;98000;2016-04-28;Benzin;12.7;367;A
329.800 kr.;2017;143000;2016-12-20;Diesel;22.7;170;A
629.890 kr.;2022;15000;2021-12-14;Diesel;25.7;200;A
414.900 kr.;2018;47000;2018-11-19;Diesel;22.9;194;A
94.900 kr.;2011;332000;2011-12-07;Diesel;20;136;M
259.900 kr.;2016;170000;2015-11-04;Diesel;22.7;170;A
149.500 kr.;2013;332000;2012-09-03;Diesel;19.6;136;A
349.500 kr.;2018;78000;2018-07-01;Diesel;22.9;194;A
324.900 kr.;2016;112950;2016-06-16;Diesel;21.3;170;A
299.800 kr.;2015;127000;2015-05-22;Benzin;17.9;211;A
299.995 kr.;2017;142000;2017-08-01;Diesel;21.7;170;A
634.900 kr.;2017;91000;2016-08-01;Benzin;12.3;367;A
140.000 kr.;2012;406000;2012-12-19;Diesel;19.6;170;A
284.800 kr.;2015;107000;2015-05-04;Diesel;23.3;170;A
329.800 kr.;2018;93000;2018-10-08;Diesel;20.8;150;A
45.000 kr.;2011;385000;2011-04-28;Diesel;16.9;204;A
319.800 kr.;2017;127000;2017-06-07;Diesel;21.7;170;A
459.900 kr.;2021;54000;2021-01-12;Plug-in hybrid Diesel;32.2;306;A
284.900 kr.;2017;143000;2017-03-16;Diesel;21.3;170;A
259.900 kr.;2015;97000;2015-01-12;Benzin;18.9;184;A
289.800 kr.;2017;109000;2017-01-18;Benzin;18.2;184;A
319.800 kr.;2018;61000;2018-04-04;Benzin;17.5;184;A
629.800 kr.;2022;5300;2022-06-15;Diesel;24.2;200;A
204.800 kr.;2014;146000;2014-04-10;Diesel;19.6;136;A
89.700 kr.;2007;55000;2007-09-05;Diesel;13.7;224;A
344.500 kr.;2016;97000;2016-08-18;Benzin;18.5;184;A
134.900 kr.;2013;266000;2013-01-15;Diesel;19.6;170;A
126.900 kr.;2012;272000;2012-03-01;Diesel;19.2;170;A
369.900 kr.;2019;116000;2019-08-30;Diesel;22.9;194;A
44.900 kr.;2010;419000;2010-03-12;Diesel;20;136;M
299.800 kr.;2016;95000;2016-01-01;Benzin;18.6;156;A
119.900 kr.;2013;175000;2013-04-24;Diesel;20.8;120;M
439.900 kr.;2017;179000;2016-12-29;Diesel;20.8;170;M
191.450 kr.;2019;137630;2019-06-28;Diesel;23.4;194;A
119.900 kr.;2016;80000;2017-06-16;Diesel;22.7;170;A
319.900 kr.;2016;102000;2016-04-07;Benzin;18.9;184;M
179.980 kr.;2013;141000;2013-04-23;Benzin;17.2;156;A
49.800 kr.;2007;501000;2007-10-29;Diesel;14.7;170;A
728.900 kr.;2018;71000;2018-05-14;Benzin;12.7;367;A
84.900 kr.;2009;288500;2009-06-02;Benzin;12.8;156;M
199.700 kr.;2015;192000;2014-10-31;Diesel;22.7;170;A
69.900 kr.;2011;227000;2010-12-14;Diesel;20;136;M
239.400 kr.;2015;162000;2014-09-25;Diesel;22.2;170;A
814.995 kr.;2016;98000;2017-02-08;Benzin;12;367;A
145.000 kr.;2013;241500;2013-01-01;Diesel;20.8;170;A
187.725 kr.;2018;68000;2018-12-21;Diesel;23.9;194;A
489.900 kr.;2021;33000;2020-08-18;Plug-in hybrid Diesel;32.2;306;A
109.900 kr.;2012;302000;2012-12-05;Diesel;20;136;M
549.900 kr.;2016;30000;2016-11-11;Benzin;16.1;184;A
369.900 kr.;2016;46000;2016-03-03;Benzin;18.5;184;A
649.799 kr.;2022;1000;2022-08-16;Diesel;26.9;200;A
299.800 kr.;2015;80000;2015-01-01;Diesel;22.2;170;A
329.900 kr.;2017;97000;2016-10-19;Diesel;20.8;204;A
479.900 kr.;2020;54000;2020-02-27;Plug-in hybrid Diesel;31.6;306;A
534.000 kr.;2022;20000;2021-10-13;Diesel;26.9;200;A
329.995 kr.;2015;104000;2015-04-08;Diesel;22.2;204;A
355.000 kr.;2018;97500;2018-01-01;Diesel;20.8;194;A
329.900 kr.;2016;97000;2016-02-25;Diesel;21.3;170;A
469.999 kr.;2020;23000;2020-10-21;Plug-in hybrid Benzin;32.7;320;A
230.000 kr.;2017;98000;2017-03-23;Benzin;12.3;367;A
324.800 kr.;2017;156000;2017-11-16;Diesel;20.8;170;A
409.900 kr.;2019;105000;2019-04-29;Diesel;22.9;194;A
459.900 kr.;2019;99000;2018-09-03;Diesel;23.4;194;A
146.900 kr.;2014;150000;2013-09-11;Diesel;20.8;120;M
89.900 kr.;2008;231000;2008-07-16;Diesel;13.7;224;A
400.000 kr.;2017;88000;2016-11-28;Benzin;13;333;A
129.800 kr.;2010;151000;2010-06-29;Diesel;17.2;136;A
449.900 kr.;2020;32000;2020-07-31;Diesel;22.9;194;A
554.900 kr.;2020;34000;2020-10-22;Plug-in hybrid Diesel;32.2;306;A
309.999 kr.;2017;99000;2017-09-27;Diesel;22.7;170;A
139.900 kr.;2012;160000;2012-09-27;Benzin;15.4;156;A
169.500 kr.;2013;309000;2013-02-07;Diesel;19.2;170;A
999.900 kr.;2019;14000;2019-05-08;Benzin;11;510;A
239.900 kr.;2017;155000;2017-01-31;Diesel;22.7;136;A
289.900 kr.;2017;139000;2017-01-13;Diesel;23.3;170;A
359.999 kr.;2019;143000;2018-08-06;Diesel;20.8;194;A
179.700 kr.;2016;195000;2015-12-16;Diesel;23.3;136;M
169.500 kr.;2013;250000;2013-06-18;Diesel;18.9;136;A
214.990 kr.;2014;279000;2014-09-01;Diesel;21.7;170;A
84.800 kr.;2011;220000;2011-03-31;Diesel;18.2;136;A
160.000 kr.;2008;160000;2008-06-20;Benzin;7.5;457;A
300.000 kr.;2015;147000;2015-05-22;Benzin;12.2;510;A
149.400 kr.;2009;186000;2008-11-03;Diesel;13.7;224;A
359.900 kr.;2017;76000;2017-10-17;Benzin;11.9;510;A
100.000 kr.;2016;178000;2016-03-16;Diesel;21.3;170;A
389.900 kr.;2019;69000;2018-12-11;Diesel;22.9;194;A
269.900 kr.;2015;163000;2015-01-02;Diesel;22.7;170;A
224.500 kr.;2015;148000;2015-07-07;Diesel;23.3;136;A
299.900 kr.;2015;251899;2015-08-20;Diesel;21.7;204;A
469.900 kr.;2020;34000;2020-07-09;Plug-in hybrid Diesel;32.2;306;A
489.900 kr.;2020;5000;2020-10-08;Plug-in hybrid Benzin;32.7;320;A
469.900 kr.;2020;10000;2019-11-14;Plug-in hybrid Diesel;31.6;306;A
429.900 kr.;2020;81000;2019-07-31;Diesel;22.9;194;A
445.000 kr.;2020;20000;2020-05-14;Diesel;25;194;A
379.900 kr.;2020;157000;2019-12-30;Diesel;24.4;194;A
284.900 kr.;1995;83545;1995-06-29;Benzin;9.3;280;A
374.900 kr.;2018;155000;2018-10-31;Diesel;23.4;194;A
379.900 kr.;2019;89000;2018-09-28;Diesel;23.9;194;A
47.900 kr.;1994;139000;1994-06-30;Benzin;10.6;122;M
129.900 kr.;2010;187000;2010-03-01;Benzin;14.1;156;A
319.900 kr.;2017;162000;2018-06-04;Diesel;21.3;170;A
259.800 kr.;2017;130000;2017-07-04;Diesel;23.3;170;M
349.900 kr.;2018;66000;2018-08-31;Diesel;22.7;170;A
135.800 kr.;2010;228000;2010-08-17;Diesel;15.2;231;A
289.900 kr.;2016;73000;2017-08-28;Diesel;22.2;136;A
319.800 kr.;2015;241000;2015-05-22;Diesel;20;204;A
34.800 kr.;2003;326000;2003-06-26;Diesel;14.9;143;A
259.900 kr.;2012;54000;2011-12-07;Benzin;17.2;156;A
199.900 kr.;2012;232000;2012-07-25;Diesel;21.3;170;M
189.900 kr.;2014;224000;2014-04-14;Diesel;25;170;M
14.400 kr.;1994;264000;1993-12-06;Diesel;14.3;113;M
69.900 kr.;1993;95000;1993-09-22;Benzin;9.4;193;M
163.000 kr.;2013;190000;2012-12-01;Diesel;21.3;170;M
159.995 kr.;2012;284000;2011-10-01;Diesel;19.6;136;A
